%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=1, 2016/03/24 13:3:32.66)
1 13 -6.808307342425646835e-01 0 0 8.954574e+01 8.589688e+01 8.898920e+00 9.274532e+01 6.726117e+01 7.200544e+00 8.751459e+01 5.819374e+01 5.142989e+00 8.668273e+01 4.583079e+01 9.215910e+00 7.733544e+01 3.122570e+01 1.829598e+01 
2 25 -6.935931726495100369e-01 0 0 9.297457e+01 8.516209e+01 8.788700e+00 9.338473e+01 6.255781e+01 1.293780e+01 8.631061e+01 5.981559e+01 9.062973e+00 8.999410e+01 4.252239e+01 1.216882e+01 8.235053e+01 3.438063e+01 1.886865e+01 
3 37 -7.645180412495569122e-01 0 0 9.152834e+01 8.264713e+01 7.439832e+00 9.198246e+01 6.949197e+01 1.373256e+01 8.618550e+01 5.650957e+01 1.197590e+01 8.606580e+01 4.658094e+01 1.317074e+01 7.989167e+01 3.199346e+01 1.663838e+01 
4 49 -8.034480943284119103e-01 0 0 9.464149e+01 8.689307e+01 8.647958e+00 9.340362e+01 6.823975e+01 1.430885e+01 9.071633e+01 5.750736e+01 1.350788e+01 8.595537e+01 4.486328e+01 1.709635e+01 8.425875e+01 3.451847e+01 1.725769e+01 
5 61 -8.208264125754458629e-01 0 0 9.353897e+01 8.547550e+01 1.137610e+01 9.255919e+01 6.421888e+01 1.563367e+01 8.232413e+01 5.782492e+01 1.449291e+01 8.578035e+01 4.276280e+01 1.813709e+01 8.396494e+01 3.455411e+01 1.551113e+01 
6 73 -7.863775762387861246e-01 0 0 8.945874e+01 8.596605e+01 9.315135e+00 9.155283e+01 7.272419e+01 1.100961e+01 8.530911e+01 5.566927e+01 1.153483e+01 9.206080e+01 3.666182e+01 1.621115e+01 8.150867e+01 3.518470e+01 1.605595e+01 
7 85 -8.318643493533791622e-01 0 0 8.971029e+01 8.793270e+01 1.013716e+01 9.539948e+01 7.286450e+01 1.360101e+01 8.448124e+01 5.972125e+01 1.087902e+01 9.283254e+01 4.195134e+01 1.085186e+01 7.945670e+01 3.114607e+01 1.792506e+01 
8 97 -8.572093753124858662e-01 0 0 9.276987e+01 8.414513e+01 1.283550e+01 9.092289e+01 7.426538e+01 1.527452e+01 8.874036e+01 5.329386e+01 1.676434e+01 9.059845e+01 4.208603e+01 1.234076e+01 8.085859e+01 3.354457e+01 1.355139e+01 
9 109 -8.709081731692170925e-01 0 0 9.370528e+01 8.531129e+01 1.670312e+01 9.094424e+01 6.767270e+01 1.218374e+01 8.862425e+01 5.834910e+01 1.157769e+01 8.776302e+01 4.170259e+01 1.480750e+01 8.198720e+01 3.748679e+01 1.996744e+01 
10 121 -8.711945713496429544e-01 0 0 9.105229e+01 8.572456e+01 1.667871e+01 9.279952e+01 7.230087e+01 1.171554e+01 8.956823e+01 5.818169e+01 1.133775e+01 8.897934e+01 3.867777e+01 1.252980e+01 8.346630e+01 3.464455e+01 2.179341e+01 
11 133 -9.350516801555797120e-01 0 0 8.898136e+01 8.475286e+01 1.670524e+01 9.229525e+01 7.289734e+01 1.254323e+01 8.978049e+01 5.739021e+01 1.541524e+01 8.883010e+01 4.307050e+01 1.538188e+01 8.265129e+01 3.663887e+01 1.841897e+01 
12 145 -9.519122378687160380e-01 0 0 9.158402e+01 8.686602e+01 1.592993e+01 9.221148e+01 6.966133e+01 1.436702e+01 8.582759e+01 5.076902e+01 1.535921e+01 8.463769e+01 4.035573e+01 1.900260e+01 8.288768e+01 3.479004e+01 1.746881e+01 
13 157 -9.430482385271737877e-01 0 0 9.088451e+01 8.554109e+01 1.586414e+01 9.160933e+01 7.219472e+01 1.487398e+01 8.745089e+01 5.451752e+01 1.636163e+01 8.573934e+01 4.184946e+01 2.057016e+01 8.790516e+01 3.766126e+01 2.126322e+01 
14 169 -9.223182072148116140e-01 0 0 9.069034e+01 8.457564e+01 1.461586e+01 9.409571e+01 6.940109e+01 1.403069e+01 8.573050e+01 5.189543e+01 1.493800e+01 8.837080e+01 4.045945e+01 1.604799e+01 8.177135e+01 3.695964e+01 2.080858e+01 
15 181 -9.289855374109001751e-01 0 0 8.753056e+01 8.402734e+01 1.407975e+01 9.175120e+01 6.902135e+01 1.185832e+01 9.255386e+01 5.354975e+01 1.406239e+01 8.884060e+01 4.227413e+01 1.747808e+01 8.500441e+01 3.847105e+01 2.148652e+01 
16 193 -9.594453168628729323e-01 0 0 8.595312e+01 8.633472e+01 1.413943e+01 9.180939e+01 7.515278e+01 1.175381e+01 8.580178e+01 5.280353e+01 1.438044e+01 8.982636e+01 4.511814e+01 1.655514e+01 8.564521e+01 3.455665e+01 2.116445e+01 
17 205 -9.743276020993719699e-01 0 0 8.273410e+01 8.565527e+01 1.575232e+01 9.285057e+01 7.325159e+01 9.981623e+00 8.875431e+01 4.984312e+01 1.130890e+01 9.080169e+01 4.496316e+01 1.829433e+01 8.588288e+01 3.572962e+01 2.131273e+01 
