%  columns="iteration, evaluation, void, void, void, xmean" (startseed=1, 2016/03/24 13:3:32.66)
0 1 0 0 0 9.100000e+01 8.503704e+01 7.000000e+00 9.100000e+01 6.761185e+01 7.000000e+00 9.012035e+01 5.824071e+01 7.724414e+00 8.478883e+01 4.757766e+01 1.211508e+01 7.845632e+01 3.491263e+01 1.733009e+01 
1 13 0 0 0 9.113453e+01 8.542728e+01 7.599811e+00 9.178632e+01 6.869373e+01 8.502996e+00 8.827333e+01 5.816053e+01 6.888464e+00 8.665929e+01 4.773251e+01 9.794569e+00 7.791323e+01 3.291278e+01 1.894554e+01 
2 25 0 0 0 9.193372e+01 8.415222e+01 7.695039e+00 9.265017e+01 6.580961e+01 1.039701e+01 8.657593e+01 5.925632e+01 7.727782e+00 8.781503e+01 4.500503e+01 1.114609e+01 7.961999e+01 3.264035e+01 1.953723e+01 
3 37 0 0 0 9.175897e+01 8.414648e+01 7.229588e+00 9.162258e+01 6.724605e+01 1.218455e+01 8.610993e+01 5.690360e+01 1.019571e+01 8.672269e+01 4.460394e+01 1.335002e+01 8.021807e+01 3.298459e+01 1.741896e+01 
4 49 0 0 0 9.257841e+01 8.446234e+01 8.535646e+00 9.242967e+01 6.889523e+01 1.335018e+01 8.806359e+01 5.658479e+01 1.181364e+01 8.609831e+01 4.444191e+01 1.509436e+01 8.282327e+01 3.469367e+01 1.590070e+01 
5 61 0 0 0 9.241602e+01 8.604467e+01 9.629611e+00 9.040268e+01 6.751404e+01 1.417671e+01 8.505877e+01 5.611683e+01 1.254514e+01 8.653809e+01 4.276734e+01 1.553287e+01 8.348894e+01 3.345086e+01 1.573042e+01 
6 73 0 0 0 9.105114e+01 8.644207e+01 9.185972e+00 9.073570e+01 7.101395e+01 1.371292e+01 8.463408e+01 5.625546e+01 1.271322e+01 8.786123e+01 4.132972e+01 1.381421e+01 8.307818e+01 3.407812e+01 1.722272e+01 
7 85 0 0 0 9.204083e+01 8.666028e+01 1.043198e+01 9.335244e+01 7.183962e+01 1.254309e+01 8.527475e+01 5.626679e+01 1.163789e+01 9.038160e+01 4.047817e+01 1.260172e+01 8.209412e+01 3.380756e+01 1.644657e+01 
8 97 0 0 0 9.207947e+01 8.557196e+01 1.189405e+01 9.299235e+01 7.389008e+01 1.249495e+01 8.685486e+01 5.605581e+01 1.443047e+01 9.068300e+01 4.135383e+01 1.216797e+01 8.236860e+01 3.463245e+01 1.538254e+01 
9 109 0 0 0 9.246392e+01 8.595610e+01 1.451819e+01 9.273230e+01 7.077108e+01 1.156413e+01 8.822400e+01 5.746072e+01 1.254092e+01 8.950306e+01 4.224612e+01 1.277847e+01 8.254568e+01 3.617838e+01 1.895888e+01 
