%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=1, 2016/03/24 13:3:32.66)
1 13 2.338159e+00 1.041665e+00 9.894082e-01 9.894082e-01 9.894082e-01 9.894082e-01 9.894082e-01 9.894082e-01 9.894082e-01 9.894082e-01 9.894082e-01 9.894082e-01 9.903459e-01 9.929361e-01 9.972446e-01 1.005152e+00 1.017906e+00 1.041665e+00 
2 25 2.346028e+00 1.094532e+00 9.789286e-01 9.789286e-01 9.789286e-01 9.789286e-01 9.790856e-01 9.797884e-01 9.804190e-01 9.814951e-01 9.821420e-01 9.851166e-01 9.908664e-01 9.953437e-01 9.960675e-01 1.009557e+00 1.040210e+00 1.094532e+00 
3 37 2.354997e+00 1.109398e+00 9.685814e-01 9.685814e-01 9.691710e-01 9.704763e-01 9.715251e-01 9.726209e-01 9.737251e-01 9.756087e-01 9.776433e-01 9.837913e-01 9.866236e-01 9.883137e-01 1.005984e+00 1.020799e+00 1.054554e+00 1.109398e+00 
4 49 2.467953e+00 1.153306e+00 9.593435e-01 9.593435e-01 9.611534e-01 9.620307e-01 9.648286e-01 9.654176e-01 9.667270e-01 9.694287e-01 9.732232e-01 9.780488e-01 9.845960e-01 9.961103e-01 9.997372e-01 1.016071e+00 1.080432e+00 1.153306e+00 
5 61 2.591344e+00 1.225571e+00 9.501317e-01 9.501317e-01 9.525130e-01 9.528690e-01 9.557404e-01 9.603023e-01 9.609754e-01 9.643436e-01 9.711144e-01 9.742338e-01 9.862048e-01 9.922334e-01 9.996694e-01 1.016329e+00 1.076475e+00 1.225571e+00 
6 73 2.627416e+00 1.245030e+00 9.429333e-01 9.429333e-01 9.445329e-01 9.472247e-01 9.504720e-01 9.508643e-01 9.545319e-01 9.621960e-01 9.663824e-01 9.725698e-01 9.872493e-01 1.006020e+00 1.018660e+00 1.032260e+00 1.067529e+00 1.245030e+00 
7 85 2.623142e+00 1.253010e+00 9.342817e-01 9.342817e-01 9.373885e-01 9.419168e-01 9.437940e-01 9.471552e-01 9.511559e-01 9.596907e-01 9.614809e-01 9.650835e-01 9.801696e-01 1.004818e+00 1.019027e+00 1.043930e+00 1.084807e+00 1.253010e+00 
8 97 2.649148e+00 1.260224e+00 9.279155e-01 9.279155e-01 9.284736e-01 9.341249e-01 9.374323e-01 9.415327e-01 9.500574e-01 9.543337e-01 9.559714e-01 9.581960e-01 9.791412e-01 9.978209e-01 1.016072e+00 1.069688e+00 1.086374e+00 1.260224e+00 
9 109 2.594051e+00 1.259634e+00 9.211768e-01 9.211768e-01 9.234770e-01 9.273258e-01 9.356960e-01 9.389890e-01 9.451188e-01 9.474938e-01 9.502395e-01 9.542730e-01 9.832997e-01 9.971588e-01 1.028484e+00 1.069748e+00 1.095374e+00 1.259634e+00 
10 121 2.548850e+00 1.254375e+00 9.154155e-01 9.154155e-01 9.157836e-01 9.266521e-01 9.278631e-01 9.325287e-01 9.362438e-01 9.417203e-01 9.442678e-01 9.668200e-01 9.781141e-01 9.951317e-01 1.042747e+00 1.067289e+00 1.088760e+00 1.254375e+00 
