%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=1, 2016/03/24 13:3:32.66)
1 13 2.338159e+00 1.052817e+00 -6.808307342425646835e-01 -6.808307342425646835e-01 -5.602082320319246023e-01 -3.484693572436282638e-01
2 25 2.346028e+00 1.118092e+00 -6.935931726495100369e-01 -6.935931726495100369e-01 -5.673243804493730558e-01 -4.124875714508238200e-01
3 37 2.354997e+00 1.145384e+00 -7.645180412495569122e-01 -7.645180412495569122e-01 -6.369201787171184792e-01 -5.149496184100302854e-01
4 49 2.467953e+00 1.202182e+00 -8.034480943284119103e-01 -8.034480943284119103e-01 -7.180538427649474365e-01 -4.338261594186896830e-01
5 61 2.591344e+00 1.289896e+00 -8.208264125754458629e-01 -8.208264125754458629e-01 -7.286897045531728345e-01 -5.158075884882128426e-01
6 73 2.627416e+00 1.320379e+00 -8.208264125754458629e-01 -7.863775762387861246e-01 -7.406811084413158497e-01 -5.466401016323692019e-01
7 85 2.623142e+00 1.341147e+00 -8.318643493533791622e-01 -8.318643493533791622e-01 -7.068549060256850147e-01 -5.460568672405564650e-01
8 97 2.649148e+00 1.358124e+00 -8.572093753124858662e-01 -8.572093753124858662e-01 -6.961525690519856369e-01 -6.248972707718218889e-01
9 109 2.594051e+00 1.367419e+00 -8.709081731692170925e-01 -8.709081731692170925e-01 -7.398813732362576889e-01 -6.193910058356053572e-01
10 121 2.548850e+00 1.370279e+00 -8.711945713496429544e-01 -8.711945713496429544e-01 -7.590855636709863408e-01 -6.545342367409330286e-01
11 133 2.400860e+00 1.387592e+00 -9.350516801555797120e-01 -9.350516801555797120e-01 -7.975154118937410885e-01 -6.592965724336911082e-01
12 145 2.367345e+00 1.408871e+00 -9.519122378687160380e-01 -9.519122378687160380e-01 -8.431450156077784364e-01 -7.335016511031969833e-01
13 157 2.359326e+00 1.436684e+00 -9.519122378687160380e-01 -9.430482385271737877e-01 -8.351736856038188828e-01 -6.954653191427538905e-01
14 169 2.326072e+00 1.447291e+00 -9.519122378687160380e-01 -9.223182072148116140e-01 -8.441958932975057728e-01 -6.987351928845325633e-01
15 181 2.292769e+00 1.443172e+00 -9.519122378687160380e-01 -9.289855374109001751e-01 -8.831871066417626981e-01 -7.931127500397445740e-01
16 193 2.229975e+00 1.443165e+00 -9.594453168628729323e-01 -9.594453168628729323e-01 -8.260680547415407693e-01 -7.064978354910932401e-01
17 205 2.252400e+00 1.442929e+00 -9.743276020993719699e-01 -9.743276020993719699e-01 -8.084400844397777730e-01 -7.313767575698086887e-01
18 217 2.196950e+00 1.442725e+00 -9.743276020993719699e-01 -9.103712814868836212e-01 -8.387353081313851932e-01 -7.821820606071198112e-01
19 229 2.264923e+00 1.460338e+00 -9.743276020993719699e-01 -9.274744930286679123e-01 -8.153720861292184097e-01 -7.299139392611879718e-01
20 241 2.138274e+00 1.473516e+00 -9.896462115436986950e-01 -9.896462115436986950e-01 -8.319811260198453073e-01 -7.015077888860326016e-01
21 253 2.024331e+00 1.471717e+00 -9.896462115436986950e-01 -8.802872800495487038e-01 -8.390840392554668181e-01 -7.918803401858034441e-01
22 265 2.061912e+00 1.476788e+00 -9.896462115436986950e-01 -9.536492482262690640e-01 -8.615132701905997559e-01 -7.606941384331905587e-01
23 277 2.035429e+00 1.483535e+00 -9.896462115436986950e-01 -9.463685841774837071e-01 -8.309651397777657600e-01 -7.563704645834933293e-01
24 289 1.986720e+00 1.482935e+00 -9.896462115436986950e-01 -8.980728976093704796e-01 -8.049267727594414668e-01 -7.015833625612921676e-01
25 301 1.917181e+00 1.481947e+00 -9.896462115436986950e-01 -9.367531009384473251e-01 -8.573140926120093042e-01 -7.804237546064912712e-01
26 313 1.824962e+00 1.479988e+00 -1.022514661391836999e+00 -1.022514661391836999e+00 -8.715323572159788812e-01 -7.328063266720515889e-01
27 325 1.733213e+00 1.480832e+00 -1.022514661391836999e+00 -9.717462895803025136e-01 -8.672936374526667436e-01 -7.696526152226937922e-01
28 337 1.714557e+00 1.491693e+00 -1.022514661391836999e+00 -9.787765641284049689e-01 -8.665269710003183912e-01 -7.291928611138288607e-01
29 349 1.695006e+00 1.511349e+00 -1.022514661391836999e+00 -9.904688287731215901e-01 -8.605216147994230180e-01 -7.965517427297524877e-01
30 361 1.719316e+00 1.510733e+00 -1.022514661391836999e+00 -1.018435342011204225e+00 -8.832371002490686518e-01 -7.491970370841107840e-01
31 373 1.662988e+00 1.525185e+00 -1.022514661391836999e+00 -9.392761179894179024e-01 -8.452149491530605019e-01 -7.768803784414327618e-01
32 385 1.693450e+00 1.592557e+00 -1.022514661391836999e+00 -9.784985911149476356e-01 -8.662620515349130912e-01 -7.714052630826289114e-01
33 397 1.763917e+00 1.662317e+00 -1.022514661391836999e+00 -9.514379493311860836e-01 -8.611917857465916093e-01 -7.767831171336476714e-01
34 409 1.839827e+00 1.684933e+00 -1.022514661391836999e+00 -9.608106159294426130e-01 -8.670507689714774813e-01 -7.969161762513397029e-01
35 421 1.825233e+00 1.730406e+00 -1.022514661391836999e+00 -9.799460614781186907e-01 -9.304531811673319996e-01 -8.257278343668643661e-01
36 433 1.794524e+00 1.740370e+00 -1.048387906589462126e+00 -1.048387906589462126e+00 -9.543036129805355650e-01 -8.446998202014946999e-01
37 445 1.853946e+00 1.747981e+00 -1.048387906589462126e+00 -1.011943466111012713e+00 -9.649863196724843828e-01 -8.176273594333013373e-01
38 457 1.932132e+00 1.763357e+00 -1.048387906589462126e+00 -9.762772309455205466e-01 -9.210488697581116213e-01 -7.983328802871467733e-01
39 469 2.008787e+00 1.762777e+00 -1.048387906589462126e+00 -9.939887874918191812e-01 -8.754054825740680279e-01 -7.709587650624115662e-01
40 481 2.002886e+00 1.765892e+00 -1.048387906589462126e+00 -1.035170008256179885e+00 -8.968569736265836756e-01 -8.246486792982739011e-01
41 493 1.956628e+00 1.767059e+00 -1.048387906589462126e+00 -1.001769557704292435e+00 -9.216050819952139594e-01 -7.629265287528667061e-01
42 505 1.871248e+00 1.763556e+00 -1.048387906589462126e+00 -1.004792058697009383e+00 -9.286872390811304889e-01 -7.575304247795617840e-01
43 517 1.861833e+00 1.770775e+00 -1.063561673894819926e+00 -1.063561673894819926e+00 -9.601538767917567885e-01 -8.502537015188585956e-01
44 529 1.817131e+00 1.771878e+00 -1.063561673894819926e+00 -1.035792567703333278e+00 -9.458654818505236594e-01 -7.850396123159096851e-01
45 541 1.815130e+00 1.770664e+00 -1.063561673894819926e+00 -1.041151145176925530e+00 -9.489131465714917280e-01 -8.941818125350320390e-01
46 553 1.895281e+00 1.785987e+00 -1.063561673894819926e+00 -1.027619908674574534e+00 -9.360231306998241241e-01 -8.243536268861177962e-01
47 565 1.916668e+00 1.787321e+00 -1.063561673894819926e+00 -1.053187425545486056e+00 -9.634932956043841257e-01 -8.896121792425640828e-01
48 577 1.945452e+00 1.781186e+00 -1.063561673894819926e+00 -1.042971721925507023e+00 -9.047931115144435266e-01 -7.892919904301004541e-01
49 589 1.849643e+00 1.777473e+00 -1.063561673894819926e+00 -1.046287157689487213e+00 -9.376647552697695565e-01 -8.532991685075342891e-01
50 601 1.772662e+00 1.785518e+00 -1.063561673894819926e+00 -9.884735002679728710e-01 -8.955404802470504633e-01 -7.893060638460102085e-01
51 613 1.676122e+00 1.810362e+00 -1.063561673894819926e+00 -1.027895065466110536e+00 -9.391928347439582048e-01 -8.639166562390676596e-01
52 625 1.598512e+00 1.814799e+00 -1.063561673894819926e+00 -1.061466816376753775e+00 -9.917915050049678216e-01 -8.941775001179254057e-01
53 637 1.551514e+00 1.816410e+00 -1.063561673894819926e+00 -1.048931854531025332e+00 -9.483796120199807778e-01 -8.923378035423763510e-01
54 649 1.465209e+00 1.826014e+00 -1.080839747356260983e+00 -1.080839747356260983e+00 -9.626424065177926481e-01 -8.862398610129266219e-01
55 661 1.386340e+00 1.826840e+00 -1.080839747356260983e+00 -1.072672927640513363e+00 -9.300237703458283933e-01 -8.159110644714592242e-01
56 673 1.322186e+00 1.820710e+00 -1.080839747356260983e+00 -1.060663013106382335e+00 -9.673318422917396298e-01 -8.953563047973646105e-01
57 685 1.336940e+00 1.892339e+00 -1.095400630371069495e+00 -1.095400630371069495e+00 -1.024787844721158248e+00 -9.061148757477895943e-01
58 697 1.353471e+00 1.903621e+00 -1.095400630371069495e+00 -1.052978900802143514e+00 -9.679937844130246383e-01 -8.512836779561283596e-01
59 709 1.376066e+00 1.914977e+00 -1.095400630371069495e+00 -1.077586462014369584e+00 -9.566307982643197372e-01 -8.909915185717898201e-01
60 721 1.393810e+00 1.919751e+00 -1.095400630371069495e+00 -1.069948235922766555e+00 -1.011813214428896490e+00 -9.560903976984315156e-01
61 733 1.376189e+00 1.952246e+00 -1.095400630371069495e+00 -1.035990408111772121e+00 -9.842375043298985382e-01 -9.141633657871315322e-01
62 745 1.253552e+00 1.965691e+00 -1.105557483586810053e+00 -1.105557483586810053e+00 -1.006144184119091900e+00 -9.345058735554713225e-01
63 757 1.195950e+00 2.010258e+00 -1.105557483586810053e+00 -1.073991110836660656e+00 -1.016880879501310453e+00 -9.140398919409038481e-01
64 769 1.174448e+00 2.044114e+00 -1.111438666877953008e+00 -1.111438666877953008e+00 -1.016394727632369488e+00 -9.172274108551371485e-01
65 781 1.184000e+00 2.057965e+00 -1.147429251346214318e+00 -1.147429251346214318e+00 -1.003442771428131985e+00 -8.881460947061408095e-01
66 793 1.199643e+00 2.065480e+00 -1.147429251346214318e+00 -1.120471856774911457e+00 -9.807142682455727289e-01 -8.184081235929087095e-01
67 805 1.130354e+00 2.066715e+00 -1.147429251346214318e+00 -1.085946659552873728e+00 -9.981884545477177628e-01 -9.583814382991828751e-01
68 817 1.140266e+00 2.074809e+00 -1.147429251346214318e+00 -1.139975298433912432e+00 -1.000251568155360093e+00 -9.097209718634037268e-01
69 829 1.123096e+00 2.085508e+00 -1.147429251346214318e+00 -1.065212602169542722e+00 -1.014015976675948449e+00 -8.993185096850878635e-01
70 841 1.099785e+00 2.087914e+00 -1.147429251346214318e+00 -1.113221720523438929e+00 -1.015263516497229013e+00 -9.140771964200812283e-01
71 853 1.057389e+00 2.110330e+00 -1.147429251346214318e+00 -1.141973422986735542e+00 -1.042205979572904617e+00 -9.644823993049793653e-01
72 865 1.000781e+00 2.134064e+00 -1.147429251346214318e+00 -1.099955227231586452e+00 -1.057326333052764245e+00 -9.273999697574705214e-01
73 877 1.000594e+00 2.238577e+00 -1.158463351277772890e+00 -1.158463351277772890e+00 -1.038990335508641838e+00 -9.567800866964242257e-01
74 889 9.848281e-01 2.257259e+00 -1.207324774475683204e+00 -1.207324774475683204e+00 -1.040001605928004391e+00 -8.766627964071578294e-01
75 901 9.712498e-01 2.259106e+00 -1.207324774475683204e+00 -1.154995213267183685e+00 -1.056135886484187658e+00 -9.469616595903532774e-01
76 913 9.432635e-01 2.238695e+00 -1.207324774475683204e+00 -1.157460079894786054e+00 -1.094847500976823707e+00 -9.405868462472914970e-01
77 925 9.176824e-01 2.212880e+00 -1.207324774475683204e+00 -1.164549124677257463e+00 -1.069816715990820066e+00 -9.868801400317586126e-01
78 937 9.087843e-01 2.206915e+00 -1.207324774475683204e+00 -1.155879154360572203e+00 -1.051073978646329010e+00 -9.025011285492579027e-01
