1.8221,1.673,1.3781,1.0683,0.79649
1.673,1.8221,1.673,1.3781,1.0683
1.3781,1.673,1.8221,1.673,1.3781
1.0683,1.3781,1.673,1.8221,1.673
0.79649,1.0683,1.3781,1.673,1.8221
